id,city,time,content,clean_content,compound_content,ml_text,handler,status,url,label,priority,is_synthetic,label_encoded
96326,Da Nang,8/4/2026 7:39,"Hiện nay, công trình lát gạch vỉa hè tuyến đường Lê Văn Hưu, phường Ngũ Hành Sơn đang trong quá trình thi công. Tuy nhiên, tại đoạn từ đầu đường An Dương Vương đến số 29 Lê Văn Hưu, vỉa hè đã bị đào xới hơn 1 tuần nhưng chưa được thi công tiếp. Khu vực này hiện để đất đá ngổn ngang, gây khó khăn cho việc đi lại, ảnh hưởng đến sinh hoạt và mỹ quan đô thị. Việc thi công dang dở, kéo dài không rõ lý do gây bức xúc cho người dân trong khu vực. Kính đề nghị cơ quan chức năng: - Kiểm tra tiến độ thi công tại đoạn đường nêu trên. - Yêu cầu đơn vị thi công sớm tiếp tục và hoàn thiện công trình. - Có biện pháp đảm bảo an toàn, vệ sinh trong thời gian chưa hoàn thiện. Kính mong được quan tâm giải quyết./.","Hiện nay, công trình lát gạch vỉa hè tuyến đường Lê Văn Hưu, phường Ngũ Hành Sơn đang trong quá trình thi công. Tuy nhiên, tại đoạn từ đầu đường An Dương Vương đến số 29 Lê Văn Hưu, vỉa hè đã bị đào xới hơn 1 tuần nhưng chưa được thi công tiếp. Khu vực này hiện để đất đá ngổn ngang, gây khó khăn cho việc đi lại, ảnh hưởng đến sinh hoạt và mỹ quan đô thị. Việc thi công dang dở, kéo dài không rõ lý do gây bức xúc cho người dân trong khu vực. Kính đề nghị cơ quan chức năng: - Kiểm tra tiến độ thi công tại đoạn đường nêu trên. - Yêu cầu đơn vị thi công sớm tiếp tục và hoàn thiện công trình. - Có biện pháp đảm bảo an toàn, vệ sinh trong thời gian chưa hoàn thiện. Kính mong được quan tâm giải quyết. /.","Hiện_nay , công_trình lát gạch vỉa_hè tuyến đường Lê_Văn_Hưu , phường Ngũ_Hành_Sơn_đang trong quá_trình thi_công . Tuy_nhiên , tại đoạn từ đầu_đường An_Dương_Vương_đến số 29 Lê_Văn_Hưu , vỉa_hè đã bị đào_xới hơn 1 tuần nhưng chưa được thi_công tiếp . Khu_vực này hiện để_đất_đá ngổn_ngang , gây khó_khăn cho việc đi_lại , ảnh_hưởng đến sinh_hoạt và mỹ_quan đô_thị . Việc thi_công dang_dở , kéo_dài không rõ lý_do gây bức_xúc cho người dân trong khu_vực . Kính_đề nghị cơ_quan_chức_năng : - Kiểm_tra tiến_độ thi_công tại đoạn_đường nêu trên . - Yêu_cầu đơn_vị thi_công sớm tiếp_tục và hoàn_thiện công_trình . - Có biện_pháp đảm_bảo_an_toàn , vệ_sinh trong thời_gian chưa hoàn_thiện . Kính_mong được quan_tâm giải_quyết . / .","hiện_nay , công_trình lát gạch vỉa_hè tuyến đường lê_văn_hưu , phường ngũ_hành_sơn_đang trong quá_trình thi_công . tuy_nhiên , tại đoạn từ đầu_đường an_dương_vương_đến số 29 lê_văn_hưu , vỉa_hè đã bị đào_xới hơn 1 tuần nhưng chưa được thi_công tiếp . khu_vực này hiện để_đất_đá ngổn_ngang , gây khó_khăn cho việc đi_lại , ảnh_hưởng đến sinh_hoạt và mỹ_quan đô_thị . việc thi_công dang_dở , kéo_dài không rõ lý_do gây bức_xúc cho người dân trong khu_vực . kính_đề nghị cơ_quan_chức_năng : - kiểm_tra tiến_độ thi_công tại đoạn_đường nêu trên . - yêu_cầu đơn_vị thi_công sớm tiếp_tục và hoàn_thiện công_trình . - có biện_pháp đảm_bảo_an_toàn , vệ_sinh trong thời_gian chưa hoàn_thiện . kính_mong được quan_tâm giải_quyết . / .",Ban Quản lý các dự án đầu tư cơ sở hạ tầng ưu tiên thành phố Đà Nẵng,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96326,via_he_long_duong,trung_binh,False,10
270593,Ha Noi,,"Ngõ 47 Hà Kế Tấn phường phương liệt 1 loạt xe đỗ dưới lòng đường, đỗ ngày đêm lấn chiếm lòng đường ảnh hưởng đến việc đi lại của người dân","Ngõ 47 Hà Kế Tấn phường phương liệt 1 loạt xe đỗ dưới lòng đường, đỗ ngày đêm lấn chiếm lòng đường ảnh hưởng đến việc đi lại của người dân","Ngõ 47 Hà_Kế_Tấn phường phương liệt 1 loạt xe đỗ dưới lòng_đường , đỗ ngày_đêm lấn_chiếm lòng đường_ảnh hưởng đến việc đi_lại của người dân","ngõ 47 hà_kế_tấn phường phương liệt 1 loạt xe đỗ dưới lòng_đường , đỗ ngày_đêm lấn_chiếm lòng đường_ảnh hưởng đến việc đi_lại của người dân",,Chưa xác định,https://congdanso.hanoi.gov.vn/phan-anh/do-xe-long-duong-270593,via_he_long_duong,thap,False,10
94922,Da Nang,16:59 23/03/2026,"Trước Tết tôi có phản ánh cống bể tại công viên đường Ngô Thế Vinh và Nguyễn Trác (đối diện số nhà 124 Ngô Thế Vinh), tuy nhiên đến nay chưa thấy động tĩnh gì, rất nguy hiểm cho trẻ em. Kính mong cơ quan chức năng kiểm tra và xử lý triệt để.","Trước Tết tôi có phản ánh cống bể tại công viên đường Ngô Thế Vinh và Nguyễn Trác (đối diện số nhà 124 Ngô Thế Vinh), tuy nhiên đến nay chưa thấy động tĩnh gì, rất nguy hiểm cho trẻ em. Kính mong cơ quan chức năng kiểm tra và xử lý triệt để.","Trước_Tết tôi có phản_ánh cống bể tại công_viên đường Ngô_Thế_Vinh và Nguyễn_Trác ( đối_diện số nhà 124 Ngô_Thế_Vinh ) , tuy_nhiên đến nay chưa thấy động_tĩnh gì , rất nguy_hiểm cho trẻ_em . Kính mong cơ_quan_chức_năng kiểm_tra và xử_lý triệt_để .","trước_tết tôi có phản_ánh cống bể tại công_viên đường ngô_thế_vinh và nguyễn_trác ( đối_diện số nhà 124 ngô_thế_vinh ) , tuy_nhiên đến nay chưa thấy động_tĩnh gì , rất nguy_hiểm cho trẻ_em . kính mong cơ_quan_chức_năng kiểm_tra và xử_lý triệt_để .",UBND Phường Hòa Cường,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=94922,cong_ho_ga_thoat_nuoc,cao,False,2
442,Hue,4/2/2026 6:41,"Nắp các cống thoát nước trên mặt đường Bảo Quốc từ số nhà 14 đến 44 Bảo Quốc, phường Thuận Hóa gập ghềnh, tạo tiếng ồn lớn khi xe chạy qua gây mấy an toàn giao thông và ô nhiễm tiếng ồn ảnh hưởng đến sức khỏe người dân.
Đặc biệt là trước số 44 Bảo Quốc.","Nắp các cống thoát nước trên mặt đường Bảo Quốc từ số nhà 14 đến 44 Bảo Quốc, phường Thuận Hóa gập ghềnh, tạo tiếng ồn lớn khi xe chạy qua gây mấy an toàn giao thông và ô nhiễm tiếng ồn ảnh hưởng đến sức khỏe người dân. Đặc biệt là trước số 44 Bảo Quốc.","Nắp các cống thoát nước trên mặt_đường Bảo_Quốc từ số nhà 14 đến 44 Bảo_Quốc , phường Thuận_Hóa gập_ghềnh , tạo tiếng ồn lớn khi xe chạy qua gây mấy an_toàn giao_thông và ô_nhiễm tiếng ồn_ảnh hưởng đến sức_khỏe người dân . Đặc_biệt là trước số 44 Bảo_Quốc .","nắp các cống thoát nước trên mặt_đường bảo_quốc từ số nhà 14 đến 44 bảo_quốc , phường thuận_hóa gập_ghềnh , tạo tiếng ồn lớn khi xe chạy qua gây mấy an_toàn giao_thông và ô_nhiễm tiếng ồn_ảnh hưởng đến sức_khỏe người dân . đặc_biệt là trước số 44 bảo_quốc .","Kết quả xử lý
Trung tâm Quản lý và Khai thác hạ tầng thành phố Huế
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Trung tâm Quản lý và Khai thác Hạ tầng thành phố Huế xin thông báo kết quả như sau:
Sau khi tiếp nhận phản ánh, Trung tâm đã tiến hành kiểm tra và thực hiện chêm, chèn tất cả các nắp cống trên tuyến đường Bảo Quốc. Đến nay, công tác sửa chữa, khắc phục đã hoàn thành. (Kèm theo hình ảnh liên quan)
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 13/02/2026
Ngày xử lý: 09/02/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/nap-cong-thoat-nuoc-gay-on-tai-14-44-bao-quoc-a214971.html,cong_ho_ga_thoat_nuoc,trung_binh,False,2
126,Hue,08:31 30/03/2026,"Đoạn đường Nguyễn Thị Bích Chi, thôn 1A, phường Phú Bài, đoạn đường xây dựng hơn 1km, tiến độ chậm làm ảnh hưởng đến đời sống người dân, đường chưa đổ nhựa gây ô nhiễm không khí nghiêm trọng. Đề nghị cơ quan ban ngành có liên quan quan tâm thúc đẩy nhà thầu đẩy nhanh tiến độ.
Xin cảm ơn.","Đoạn đường Nguyễn Thị Bích Chi, thôn 1A, phường Phú Bài, đoạn đường xây dựng hơn 1km, tiến độ chậm làm ảnh hưởng đến đời sống người dân, đường chưa đổ nhựa gây ô nhiễm không khí nghiêm trọng. Đề nghị cơ quan ban ngành có liên quan quan tâm thúc đẩy nhà thầu đẩy nhanh tiến độ. Xin cảm ơn.","Đoạn_đường Nguyễn_Thị_Bích_Chi , thôn 1A , phường Phú_Bài , đoạn_đường xây_dựng hơn 1km , tiến_độ chậm làm ảnh_hưởng đến_đời sống người dân , đường chưa đổ nhựa gây ô_nhiễm không_khí nghiêm_trọng . Đề_nghị cơ_quan ban_ngành có liên_quan quan_tâm thúc_đẩy nhà_thầu đẩy nhanh tiến_độ . Xin cảm_ơn .","đoạn_đường nguyễn_thị_bích_chi , thôn 1a , phường phú_bài , đoạn_đường xây_dựng hơn 1km , tiến_độ chậm làm ảnh_hưởng đến_đời sống người dân , đường chưa đổ nhựa gây ô_nhiễm không_khí nghiêm_trọng . đề_nghị cơ_quan ban_ngành có liên_quan quan_tâm thúc_đẩy nhà_thầu đẩy nhanh tiến_độ . xin cảm_ơn .","Kết quả xử lý
Phường Phú Bài
Kính gửi: Quý Ông/Bà.
Vấn đề Quý Ông/Bà phản ánh, UBND phường Phú Bài xin thông báo kết quả như sau:
Hiện nay, đơn vị thi công đã hoàn thành việc thi công và nghiệm thu đo độ chặt đối với lớp cấp phối đá dăm mặt đường. UBND phường Phú Bài đã chỉ đạo các đơn vị thi công đẩy nhanh tiến độ để sớm hoàn thành dự án.
UBND phường xin thông tin để quý Ông/Bà được biết.
Chân thành cảm ơn Quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 08/04/2026
Ngày xử lý: 09/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-day-nhanh-thi-cong-duong-tai-duong-nguyen-thi-bich-chi-a219365.html,duong_cau_ha_tang_hu_hong,trung_binh,False,6
203,Hue,19:24 20/03/2026,Kiểm tra cây xanh đặt ở bùng binh ngã ba Lương Ngọc Quyến - Mang Cá. Cây đặt gần trụ điện rất dễ cháy nổ và che tầm nhìn quan sát. Kính gửi cơ quan chức năng xử lý,Kiểm tra cây xanh đặt ở bùng binh ngã ba Lương Ngọc Quyến - Mang Cá. Cây đặt gần trụ điện rất dễ cháy nổ và che tầm nhìn quan sát. Kính gửi cơ quan chức năng xử lý,Kiểm_tra cây_xanh đặt ở bùng_binh ngã ba Lương_Ngọc_Quyến - Mang_Cá . Cây_đặt gần trụ điện rất dễ cháy nổ và che tầm nhìn quan_sát . Kính gửi cơ_quan_chức_năng xử_lý,kiểm_tra cây_xanh đặt ở bùng_binh ngã ba lương_ngọc_quyến - mang_cá . cây_đặt gần trụ điện rất dễ cháy nổ và che tầm nhìn quan_sát . kính gửi cơ_quan_chức_năng xử_lý,"Kết quả xử lý
Phường Phú Xuân
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, UBND phường Phú Xuân đã chỉ đạo Trung tâm Dịch vụ sự nghiệp công phường kiểm tra và xin thông báo kết quả như sau:
Sau khi tiếp nhận phản ánh, Trung tâm Dịch vụ sự nghiệp công đã cử Tổ công tác đến khu vực ngã ba Lương Ngọc Quyến - Mang Cá để kiểm tra thực tế hiện trường. Qua xác minh, được biết các chậu cây xanh đặt tại vị trí này là tài sản của cá nhân.
Tổ công tác đã làm việc và yêu cầu chủ sở hữu thực hiện di chuyển, thu dọn các cây xanh đặt không đúng quy định. Cá nhân liên quan đã chấp hành. Hiện nay, khu vực phản ánh đã được dọn dẹp, đảm bảo thông thoáng và khôi phục hiện trạng ban đầu.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
1/2
12
Hạn xử lý: 01/04/2026
Ngày xử lý: 06/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kiem-tra-cay-xanh-dat-o-bung-binh-nga-ba-luong-ngoc-quyen---mang-ca-a218458.html,cay_xanh_vat_can,thap,False,1
373,Hue,00:00 23/02/2026,"Kiệt 33 An Dương Vương ranh giới giữa phường An Cựu và phường An Đông, trước số nhà 32 có cột điện bên đường kiệt nhỏ hẹp và góc cua. Rất nguy hiểm cho các phương tiện giao thông, kính mong cơ quan chức năng xem xét cắt bỏ, di dời, đảm bảo an toàn cho người dân tham gia giao thông. Cám ơn.","Kiệt 33 An Dương Vương ranh giới giữa phường An Cựu và phường An Đông, trước số nhà 32 có cột điện bên đường kiệt nhỏ hẹp và góc cua. Rất nguy hiểm cho các phương tiện giao thông, kính mong cơ quan chức năng xem xét cắt bỏ, di dời, đảm bảo an toàn cho người dân tham gia giao thông. Cám ơn.","Kiệt 33 An_Dương_Vương ranh_giới giữa phường An_Cựu và phường An_Đông , trước số nhà 32 có cột điện bên đường kiệt nhỏ hẹp và góc cua . Rất nguy_hiểm cho các phương_tiện giao_thông , kính mong cơ_quan_chức_năng xem_xét cắt bỏ , di_dời , đảm_bảo_an_toàn cho người dân tham_gia giao_thông . Cám_ơn .","kiệt 33 an_dương_vương ranh_giới giữa phường an_cựu và phường an_đông , trước số nhà 32 có cột điện bên đường kiệt nhỏ hẹp và góc cua . rất nguy_hiểm cho các phương_tiện giao_thông , kính mong cơ_quan_chức_năng xem_xét cắt bỏ , di_dời , đảm_bảo_an_toàn cho người dân tham_gia giao_thông . cám_ơn .","Kết quả xử lý
Phường An Cựu
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, UBND phường An Cựu xin thông báo kết quả như sau:
Phòng Kinh tế, hạ tầng và Đô thị phường An Cựu đã có công văn gửi các đơn vị viễn thông liên quan để xử lý (Có Văn bản kèm theo).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 05/03/2026
Ngày xử lý: 09/03/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/di-doi-cot-vien-thong-tai-32-33-an-duong-vuong-a157876.html,cay_xanh_vat_can,cao,False,1
489,Hue,17:39 29/01/2026,"Cây xanh trước số nhà 157 Mai Thúc Loan, phường Phú Xuân, TP Huế hiện đã bị chết, thân cây khô, không còn khả năng sinh trưởng. Cây đứng sát lề đường, khu vực có nhiều người và phương tiện qua lại nên tiềm ẩn nguy cơ gãy, đổ, đặc biệt khi có mưa lớn hoặc gió mạnh, gây mất an toàn giao thông và an toàn cho người dân.
Đề nghị cơ quan chức năng kiểm tra thực tế, xử lý chặt hạ hoặc thay thế cây mới kịp thời, tránh để xảy ra sự cố đáng tiếc.
(Kèm hình ảnh chụp lúc 17h34 ngày 29/01/2026 tại vị trí nêu trên)","Cây xanh trước số nhà 157 Mai Thúc Loan, phường Phú Xuân, TP Huế hiện đã bị chết, thân cây khô, không còn khả năng sinh trưởng. Cây đứng sát lề đường, khu vực có nhiều người và phương tiện qua lại nên tiềm ẩn nguy cơ gãy, đổ, đặc biệt khi có mưa lớn hoặc gió mạnh, gây mất an toàn giao thông và an toàn cho người dân. Đề nghị cơ quan chức năng kiểm tra thực tế, xử lý chặt hạ hoặc thay thế cây mới kịp thời, tránh để xảy ra sự cố đáng tiếc. (Kèm hình ảnh chụp lúc 17h34 ngày 29/01/2026 tại vị trí nêu trên)","Cây_xanh trước số nhà 157 Mai_Thúc_Loan , phường Phú_Xuân , TP Huế hiện đã bị chết , thân cây khô , không còn khả_năng sinh_trưởng . Cây_đứng sát lề_đường , khu_vực có nhiều người và phương_tiện qua_lại nên tiềm_ẩn nguy_cơ gãy , đổ , đặc_biệt khi có mưa lớn hoặc gió mạnh , gây mất an_toàn giao_thông và an_toàn cho người dân . Đề_nghị cơ_quan_chức_năng kiểm_tra thực_tế , xử_lý chặt hạ hoặc thay_thế cây mới kịp_thời , tránh để xảy ra sự_cố đáng tiếc . ( Kèm hình_ảnh chụp lúc 17h34 ngày 29 / 01 / 2026 tại vị_trí nêu trên )","cây_xanh trước số nhà 157 mai_thúc_loan , phường phú_xuân , tp huế hiện đã bị chết , thân cây khô , không còn khả_năng sinh_trưởng . cây_đứng sát lề_đường , khu_vực có nhiều người và phương_tiện qua_lại nên tiềm_ẩn nguy_cơ gãy , đổ , đặc_biệt khi có mưa lớn hoặc gió mạnh , gây mất an_toàn giao_thông và an_toàn cho người dân . đề_nghị cơ_quan_chức_năng kiểm_tra thực_tế , xử_lý chặt hạ hoặc thay_thế cây mới kịp_thời , tránh để xảy ra sự_cố đáng tiếc . ( kèm hình_ảnh chụp lúc 17h34 ngày 29 / 01 / 2026 tại vị_trí nêu trên )","Kết quả xử lý
Trung tâm Công viên cây xanh thành phố Huế
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Trung tâm Công viên Cây xanh thành phố Huế (Trung tâm) xin thông báo kết quả như sau:
Cây xanh tại 157 Mai Thúc Loan nằm trong kế hoạch chặt hạ cây xanh của Quý I/2026, Trung tâm sẽ tiến hành di dời trong thời gian sớm nhất đảm bảo cảnh quan đô thị.
Trung tâm Công viên cây xanh cập nhật: Trung tâm Công viên Cây xanh thành phố đã di dời cây xanh tại địa chỉ 157 Mai Thúc Loan, đồng thời làm việc với Ban Quản lý dự án Đầu tư xây dựng khu vực 1 để lấp lại vỉa hè do phía dưới là hố cống không thể trồng lại cây khác.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 09/02/2026
Ngày xử lý: 26/02/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-kiem-tra-cay-xanh-tai-157-mai-thuc-loan-a214445.html,cay_xanh_vat_can,cao,False,1
319,Hue,5/3/2026 9:31,"Đoạn đường khoảng 100m trước đình Phổ Lại, xã Đan Điền bị đổ đất nhưng không dọn dẹp, trời mưa gây trơn trượt, nhiều người té ngã. Đề nghị sớm khắc phục để đảm bảo an toàn giao thông.","Đoạn đường khoảng 100m trước đình Phổ Lại, xã Đan Điền bị đổ đất nhưng không dọn dẹp, trời mưa gây trơn trượt, nhiều người té ngã. Đề nghị sớm khắc phục để đảm bảo an toàn giao thông.","Đoạn_đường khoảng 100m trước đình_Phổ_Lại , xã Đan_Điền bị đổ_đất nhưng không dọn_dẹp , trời mưa gây trơn trượt , nhiều người té ngã . Đề_nghị sớm khắc_phục để_đảm bảo_an_toàn giao_thông .","đoạn_đường khoảng 100m trước đình_phổ_lại , xã đan_điền bị đổ_đất nhưng không dọn_dẹp , trời mưa gây trơn trượt , nhiều người té ngã . đề_nghị sớm khắc_phục để_đảm bảo_an_toàn giao_thông .","Kết quả xử lý
Xã Đan Điền
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, UBND xã Đan Điền xin thông báo kết quả như sau:
Sau khi tiếp nhận phản ánh, UBND xã chỉ đạo Phòng Kinh tế chủ trì, phối hợp với Ban điều hành thôn Phổ Lại và các cơ quan, đơn vị liên quan tổ chức kiểm tra thực địa hiện trường. Qua kiểm tra nhận thấy, vị trí người dân phản ánh có một số điểm trước đình Phổ Lại có một lượng đất rơi vãi do quá trình vận chuyển đất cải tạo tầng đất mặt, đất thải, đất không phù hợp khi thực hiện xây dựng các khu tái định cư thôn Phổ Lại của đơn vị thi công Khu tái định cư Phổ Lại để san lắp mặt bằng phía trên và dưới khuôn viên đình làng Phổ Lại gây trơn trượt khi trời mưa và gây bụi khi trời nắng.
Vấn đề này, UBND xã đã làm việc với Ban quản lý dự án Đầu tư xây dựng khu vực 2 và đơn vị thi công Khu tái định cư Phổ Lại bố trí nhân lực vệ sinh, xịt nước đoạn đường trước đình làng Phổ Lại hoàn trả lại nguyên hiện trạng ban đầu nhằm đảm bảo an toàn cho người dân trong quá trình lưu thông qua đoạn đường (đính kèm hình ảnh).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
1/2
12
Hạn xử lý: 16/03/2026
Ngày xử lý: 10/03/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/doan-duong-truoc-dinh-pho-lai-tron-truot-a217142.html,to_chuc_giao_thong,thap,False,9
235984,Ha Noi,,Hai xe máy di chuyển rất ẩu trên làn ô tô gây nguy hiểm cho tài xế,Hai xe máy di chuyển rất ẩu trên làn ô tô gây nguy hiểm cho tài xế,Hai xe_máy di_chuyển rất ẩu trên làn ô_tô gây nguy_hiểm cho tài_xế,hai xe_máy di_chuyển rất ẩu trên làn ô_tô gây nguy_hiểm cho tài_xế,,Chưa xác định,https://congdanso.hanoi.gov.vn/phan-anh/hai-xe-may-di-chuyen-len-lan-o-to-cau-thang-long-235984,duong_cau_ha_tang_hu_hong,cao,False,6
263627,Ha Noi,,"Hiện nay lưu lượng xe trở vật liệu xây dựng đi qua khu vực Tân Xuân, Kẻ Giàn rất lớn. Tuy nhiên do không được che đậyj cẩn thận làm rơi vãi vật liệu xây dựng ra đường gây ô nhiễm, bụi bặm. Cộng với việc không có đơn vị quét dọn thường xuyên nên khu vực này là điểm gây ô nhiễm nặng, ảnh hưởng đến sức khỏe người dân, đi ngược lại chủ trương xanh, sạch, đẹp của thành phố. Đề nghị các cơ quan chức năng Phường Đông Ngạc tăng cường kiểm tra, đôn đốc để tình trạng trên không tiếp diễn. Đồng thời phải duy trì thường xuyên tránh tình trạng đánh trống bỏ dùi như trước đây.","Hiện nay lưu lượng xe trở vật liệu xây dựng đi qua khu vực Tân Xuân, Kẻ Giàn rất lớn. Tuy nhiên do không được che đậyj cẩn thận làm rơi vãi vật liệu xây dựng ra đường gây ô nhiễm, bụi bặm. Cộng với việc không có đơn vị quét dọn thường xuyên nên khu vực này là điểm gây ô nhiễm nặng, ảnh hưởng đến sức khỏe người dân, đi ngược lại chủ trương xanh, sạch, đẹp của thành phố. Đề nghị các cơ quan chức năng Phường Đông Ngạc tăng cường kiểm tra, đôn đốc để tình trạng trên không tiếp diễn. Đồng thời phải duy trì thường xuyên tránh tình trạng đánh trống bỏ dùi như trước đây.","Hiện_nay lưu_lượng xe trở_vật_liệu xây_dựng đi qua khu_vực Tân_Xuân , Kẻ_Giàn rất lớn . Tuy_nhiên do không được che đậyj cẩn_thận làm rơi_vãi vật_liệu xây_dựng ra đường gây ô_nhiễm , bụi_bặm . Cộng với việc không có đơn_vị quét_dọn thường_xuyên nên khu_vực này là điểm gây ô_nhiễm nặng , ảnh_hưởng đến sức_khỏe người dân , đi ngược_lại chủ_trương xanh , sạch , đẹp của thành_phố . Đề_nghị các cơ_quan_chức_năng Phường_Đông_Ngạc tăng_cường kiểm_tra , đôn_đốc_để tình_trạng trên không tiếp_diễn . Đồng_thời phải duy_trì thường_xuyên tránh tình_trạng đánh trống bỏ dùi như trước đây .","hiện_nay lưu_lượng xe trở_vật_liệu xây_dựng đi qua khu_vực tân_xuân , kẻ_giàn rất lớn . tuy_nhiên do không được che đậyj cẩn_thận làm rơi_vãi vật_liệu xây_dựng ra đường gây ô_nhiễm , bụi_bặm . cộng với việc không có đơn_vị quét_dọn thường_xuyên nên khu_vực này là điểm gây ô_nhiễm nặng , ảnh_hưởng đến sức_khỏe người dân , đi ngược_lại chủ_trương xanh , sạch , đẹp của thành_phố . đề_nghị các cơ_quan_chức_năng phường_đông_ngạc tăng_cường kiểm_tra , đôn_đốc_để tình_trạng trên không tiếp_diễn . đồng_thời phải duy_trì thường_xuyên tránh tình_trạng đánh trống bỏ dùi như trước đây .",,Chưa xác định,https://congdanso.hanoi.gov.vn/phan-anh/o-nhiem-vi-xe-cho-vat-lieu-263627,den_tin_hieu,thap,False,3
430,Hue,5/2/2026 16:08,"Trên đoạn đường Võ Văn Kiệt từ cầu Lim 1 đến cầu vượt Thủy Dương, nhiều ổ gà, ổ voi với độ sâu và đường kính lớn đã gây trở ngại và nguy hiểm cho người tham gia giao thông.
Mật độ lưu thông xe máy, xe tải trên đường Võ Văn Kiệt là rất lớn. Đặc biệt vào buổi tối, các ổ gà đã bị che sáng do các cành cây cọ tán lớn cản ánh sáng từ đèn đường nên người đi đường khó quan sát thấy ổ gà, rất dễ gặp tai nạn giao thông.
Kính đề nghị các cơ quan có thẩm quyền xem xét khắc phục tình trạng trên để nhân dân yên tâm khi di chuyển. Xin cảm ơn.","Trên đoạn đường Võ Văn Kiệt từ cầu Lim 1 đến cầu vượt Thủy Dương, nhiều ổ gà, ổ voi với độ sâu và đường kính lớn đã gây trở ngại và nguy hiểm cho người tham gia giao thông. Mật độ lưu thông xe máy, xe tải trên đường Võ Văn Kiệt là rất lớn. Đặc biệt vào buổi tối, các ổ gà đã bị che sáng do các cành cây cọ tán lớn cản ánh sáng từ đèn đường nên người đi đường khó quan sát thấy ổ gà, rất dễ gặp tai nạn giao thông. Kính đề nghị các cơ quan có thẩm quyền xem xét khắc phục tình trạng trên để nhân dân yên tâm khi di chuyển. Xin cảm ơn.","Trên_đoạn_đường Võ_Văn_Kiệt từ cầu Lim 1 đến cầu_vượt Thủy_Dương , nhiều ổ_gà , ổ_voi với độ sâu và đường_kính lớn đã gây trở_ngại và nguy_hiểm cho người tham_gia giao_thông . Mật_độ lưu_thông xe_máy , xe_tải trên đường Võ_Văn_Kiệt là rất lớn . Đặc_biệt vào buổi tối , các ổ_gà đã bị che sáng do các cành cây_cọ tán lớn cản ánh_sáng từ đèn_đường nên_người đi_đường khó quan_sát thấy ổ_gà , rất dễ gặp tai_nạn giao_thông . Kính_đề nghị các cơ_quan có thẩm_quyền xem_xét khắc_phục tình_trạng trên để nhân_dân yên_tâm khi di_chuyển . Xin cảm_ơn .","trên_đoạn_đường võ_văn_kiệt từ cầu lim 1 đến cầu_vượt thủy_dương , nhiều ổ_gà , ổ_voi với độ sâu và đường_kính lớn đã gây trở_ngại và nguy_hiểm cho người tham_gia giao_thông . mật_độ lưu_thông xe_máy , xe_tải trên đường võ_văn_kiệt là rất lớn . đặc_biệt vào buổi tối , các ổ_gà đã bị che sáng do các cành cây_cọ tán lớn cản ánh_sáng từ đèn_đường nên_người đi_đường khó quan_sát thấy ổ_gà , rất dễ gặp tai_nạn giao_thông . kính_đề nghị các cơ_quan có thẩm_quyền xem_xét khắc_phục tình_trạng trên để nhân_dân yên_tâm khi di_chuyển . xin cảm_ơn .","Kết quả xử lý
Sở Xây dựng
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Sở Xây dựng xin thông báo kết quả như sau:
Vị trí quý Ông/Bà phản ánh là đoạn tuyến thuộc Km1+200-Km1+300 đường Tỉnh 28. Sau khi nhận được phản ánh, Sở Xây dựng đã chỉ đạo đơn vị quản lý tuyến đường cho vá ổ gà đảm bảo giao thông (có hình ảnh kèm theo).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
1/2
12
Hạn xử lý: 23/02/2026
Ngày xử lý: 12/03/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-sua-chua-duong-tai-duong-vo-van-kiet-a215113.html,duong_cau_ha_tang_hu_hong,cao,False,6
