id,city,time,content,clean_content,compound_content,ml_text,handler,status,url,label,priority,is_synthetic
SYN0031,Hanoi,,"Tại khu vực phố Kim Mã, phường Ngọc Khánh, quận Ba Đình, cần bổ sung biển chỉ dẫn hướng đi do nhiều phương tiện thường xuyên đi nhầm làn và quay đầu không đúng vị trí. Việc này gây cản trở giao thông vào giờ cao điểm.","Tại khu vực phố Kim Mã, phường Ngọc Khánh, quận Ba Đình, cần bổ sung biển chỉ dẫn hướng đi do nhiều phương tiện thường xuyên đi nhầm làn và quay đầu không đúng vị trí. Việc này gây cản trở giao thông vào giờ cao điểm.","tại khu_vực phố kim_mã , phường ngọc_khánh , quận ba_đình , cần bổ_sung biển chỉ_dẫn hướng đi do nhiều phương_tiện thường_xuyên đi nhầm làn và quay đầu không đúng vị_trí . việc này gây cản_trở giao_thông vào giờ cao_điểm .","tại khu_vực phố kim_mã , phường ngọc_khánh , quận ba_đình , cần bổ_sung biển chỉ_dẫn hướng đi do nhiều phương_tiện thường_xuyên đi nhầm làn và quay đầu không đúng vị_trí . việc này gây cản_trở giao_thông vào giờ cao_điểm .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0032,Hanoi,,"Người dân kiến nghị lắp thêm biển cảnh báo đoạn đường hẹp tại đường Hoàng Quốc Việt, phường Nghĩa Đô, quận Cầu Giấy. Hiện nay xe ô tô và xe máy đi ngược chiều dễ xảy ra va chạm do thiếu biển nhắc nhở giảm tốc độ.Tại khu vực đường Hoàng Quốc Việt, phường Nghĩa Đô, quận Cầu Giấy, biển báo một chiều được đặt ở vị trí chưa dễ quan sát, đặc biệt đối với người đi từ các tuyến nhánh ra đường chính. Điều này dễ dẫn đến tình trạng đi ngược chiều ngoài ý muốn. Đề nghị xem xét điều chỉnh vị trí đặt biển báo.","Người dân kiến nghị lắp thêm biển cảnh báo đoạn đường hẹp tại đường Hoàng Quốc Việt, phường Nghĩa Đô, quận Cầu Giấy. Hiện nay xe ô tô và xe máy đi ngược chiều dễ xảy ra va chạm do thiếu biển nhắc nhở giảm tốc độ.Tại khu vực đường Hoàng Quốc Việt, phường Nghĩa Đô, quận Cầu Giấy, biển báo một chiều được đặt ở vị trí chưa dễ quan sát, đặc biệt đối với người đi từ các tuyến nhánh ra đường chính. Điều này dễ dẫn đến tình trạng đi ngược chiều ngoài ý muốn. Đề nghị xem xét điều chỉnh vị trí đặt biển báo.","người dân kiến_nghị lắp thêm biển cảnh_báo đoạn đường hẹp tại đường hoàng_quốc việt , phường nghĩa_đô , quận cầu giấy . hiện_nay xe ô_tô và xe_máy đi ngược chiều dễ xảy ra va_chạm do thiếu biển nhắc_nhở giảm_tốc_độ . tại khu_vực đường hoàng_quốc việt , phường nghĩa_đô , quận cầu giấy , biển_báo một chiều được đặt ở vị_trí chưa dễ quan_sát , đặc_biệt đối_với người đi từ các tuyến nhánh ra đường chính . điều này dễ dẫn đến tình_trạng đi ngược chiều ngoài ý_muốn . đề_nghị xem_xét điều_chỉnh vị_trí đặt biển_báo .","người dân kiến_nghị lắp thêm biển cảnh_báo đoạn đường hẹp tại đường hoàng_quốc việt , phường nghĩa_đô , quận cầu giấy . hiện_nay xe ô_tô và xe_máy đi ngược chiều dễ xảy ra va_chạm do thiếu biển nhắc_nhở giảm_tốc_độ . tại khu_vực đường hoàng_quốc việt , phường nghĩa_đô , quận cầu giấy , biển_báo một chiều được đặt ở vị_trí chưa dễ quan_sát , đặc_biệt đối_với người đi từ các tuyến nhánh ra đường chính . điều này dễ dẫn đến tình_trạng đi ngược chiều ngoài ý_muốn . đề_nghị xem_xét điều_chỉnh vị_trí đặt biển_báo .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0033,Hanoi,,"Biển báo giao thông tại khu vực đường Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên bị cây xanh che khuất, người điều khiển phương tiện rất khó quan sát từ xa. Tình trạng này có thể khiến người đi đường không nhận biết được quy định giao thông tại khu vực. Kính đề nghị cơ quan chức năng cắt tỉa cây xanh và điều chỉnh lại vị trí biển báo.","Biển báo giao thông tại khu vực đường Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên bị cây xanh che khuất, người điều khiển phương tiện rất khó quan sát từ xa. Tình trạng này có thể khiến người đi đường không nhận biết được quy định giao thông tại khu vực. Kính đề nghị cơ quan chức năng cắt tỉa cây xanh và điều chỉnh lại vị trí biển báo.","biển_báo giao_thông tại khu_vực đường nguyễn_văn_cừ , phường bồ_đề , quận long_biên bị cây_xanh che_khuất , người điều_khiển phương_tiện rất khó quan_sát từ xa . tình_trạng này có_thể khiến người đi đường không nhận_biết được quy_định giao_thông tại khu_vực . kính đề_nghị cơ_quan_chức_năng cắt tỉa cây_xanh và điều_chỉnh lại vị_trí biển_báo .","biển_báo giao_thông tại khu_vực đường nguyễn_văn_cừ , phường bồ_đề , quận long_biên bị cây_xanh che_khuất , người điều_khiển phương_tiện rất khó quan_sát từ xa . tình_trạng này có_thể khiến người đi đường không nhận_biết được quy_định giao_thông tại khu_vực . kính đề_nghị cơ_quan_chức_năng cắt tỉa cây_xanh và điều_chỉnh lại vị_trí biển_báo .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0034,Hanoi,,"Tại đường Cầu Giấy, đoạn gần chợ Cầu Giấy, quận Cầu Giấy, biển cấm dừng đỗ bị nghiêng và nội dung trên biển đã mờ, gây khó khăn cho người tham gia giao thông. Một số phương tiện vẫn dừng đỗ tại khu vực này do không nhìn rõ biển báo. Đề nghị kiểm tra, thay thế hoặc sơn sửa lại biển báo.","Tại đường Cầu Giấy, đoạn gần chợ Cầu Giấy, quận Cầu Giấy, biển cấm dừng đỗ bị nghiêng và nội dung trên biển đã mờ, gây khó khăn cho người tham gia giao thông. Một số phương tiện vẫn dừng đỗ tại khu vực này do không nhìn rõ biển báo. Đề nghị kiểm tra, thay thế hoặc sơn sửa lại biển báo.","tại đường cầu giấy , đoạn gần chợ cầu giấy , quận cầu giấy , biển cấm dừng đỗ bị nghiêng và nội_dung trên biển đã mờ , gây khó_khăn cho người tham_gia giao_thông . một_số phương_tiện vẫn dừng đỗ tại khu_vực này do không nhìn rõ biển_báo . đề_nghị kiểm_tra , thay_thế hoặc sơn sửa lại biển_báo .","tại đường cầu giấy , đoạn gần chợ cầu giấy , quận cầu giấy , biển cấm dừng đỗ bị nghiêng và nội_dung trên biển đã mờ , gây khó_khăn cho người tham_gia giao_thông . một_số phương_tiện vẫn dừng đỗ tại khu_vực này do không nhìn rõ biển_báo . đề_nghị kiểm_tra , thay_thế hoặc sơn sửa lại biển_báo .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0035,Hanoi,,"Người dân phản ánh khu vực đường Giải Phóng, đoạn gần bến xe Giáp Bát, quận Hoàng Mai thiếu biển cảnh báo nguy hiểm tại đoạn đường cong, nơi thường xuyên có phương tiện di chuyển với tốc độ cao. Việc thiếu biển báo khiến người đi đường khó chủ động giảm tốc độ. Đề nghị bổ sung biển cảnh báo để đảm bảo an toàn giao thông.","Người dân phản ánh khu vực đường Giải Phóng, đoạn gần bến xe Giáp Bát, quận Hoàng Mai thiếu biển cảnh báo nguy hiểm tại đoạn đường cong, nơi thường xuyên có phương tiện di chuyển với tốc độ cao. Việc thiếu biển báo khiến người đi đường khó chủ động giảm tốc độ. Đề nghị bổ sung biển cảnh báo để đảm bảo an toàn giao thông.","người dân phản_ánh khu_vực đường giải_phóng , đoạn gần bến_xe giáp_bát , quận hoàng_mai thiếu biển cảnh_báo nguy_hiểm tại đoạn đường_cong , nơi thường_xuyên có phương_tiện di_chuyển với tốc_độ cao . việc thiếu biển_báo khiến người đi đường khó chủ_động giảm_tốc_độ . đề_nghị bổ_sung biển cảnh_báo để đảm_bảo_an_toàn giao_thông .","người dân phản_ánh khu_vực đường giải_phóng , đoạn gần bến_xe giáp_bát , quận hoàng_mai thiếu biển cảnh_báo nguy_hiểm tại đoạn đường_cong , nơi thường_xuyên có phương_tiện di_chuyển với tốc_độ cao . việc thiếu biển_báo khiến người đi đường khó chủ_động giảm_tốc_độ . đề_nghị bổ_sung biển cảnh_báo để đảm_bảo_an_toàn giao_thông .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0036,Hanoi,,"Bảng tên đường tại đường Xuân Thủy, đoạn trước cổng Trường Đại học Quốc gia Hà Nội, quận Cầu Giấy bị hư hỏng và không còn rõ chữ, gây khó khăn cho người dân, shipper và phương tiện tìm địa chỉ. Kính đề nghị đơn vị quản lý kiểm tra và thay mới bảng tên đường để thuận tiện cho việc nhận diện địa điểm.","Bảng tên đường tại đường Xuân Thủy, đoạn trước cổng Trường Đại học Quốc gia Hà Nội, quận Cầu Giấy bị hư hỏng và không còn rõ chữ, gây khó khăn cho người dân, shipper và phương tiện tìm địa chỉ. Kính đề nghị đơn vị quản lý kiểm tra và thay mới bảng tên đường để thuận tiện cho việc nhận diện địa điểm.","bảng tên đường tại đường xuân_thủy , đoạn trước cổng trường đại_học quốc_gia hà_nội , quận cầu giấy bị hư_hỏng và không còn rõ chữ , gây khó_khăn cho người dân , shipper và phương_tiện tìm địa_chỉ . kính đề_nghị đơn_vị quản_lý kiểm_tra và thay mới bảng tên đường để thuận_tiện cho việc nhận_diện địa_điểm .","bảng tên đường tại đường xuân_thủy , đoạn trước cổng trường đại_học quốc_gia hà_nội , quận cầu giấy bị hư_hỏng và không còn rõ chữ , gây khó_khăn cho người dân , shipper và phương_tiện tìm địa_chỉ . kính đề_nghị đơn_vị quản_lý kiểm_tra và thay mới bảng tên đường để thuận_tiện cho việc nhận_diện địa_điểm .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0037,Hanoi,,"Tại khu vực đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân, biển báo giao thông bị xoay lệch hướng so với chiều di chuyển của phương tiện. Người tham gia giao thông khó nhận biết nội dung biển, dễ đi sai quy định. Đề nghị cơ quan chức năng điều chỉnh lại vị trí biển báo.","Tại khu vực đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân, biển báo giao thông bị xoay lệch hướng so với chiều di chuyển của phương tiện. Người tham gia giao thông khó nhận biết nội dung biển, dễ đi sai quy định. Đề nghị cơ quan chức năng điều chỉnh lại vị trí biển báo.","tại khu_vực đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân , biển_báo giao_thông bị xoay lệch hướng so với chiều di_chuyển của phương_tiện . người tham_gia giao_thông khó nhận_biết nội_dung biển , dễ đi sai quy_định . đề_nghị cơ_quan_chức_năng điều_chỉnh lại vị_trí biển_báo .","tại khu_vực đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân , biển_báo giao_thông bị xoay lệch hướng so với chiều di_chuyển của phương_tiện . người tham_gia giao_thông khó nhận_biết nội_dung biển , dễ đi sai quy_định . đề_nghị cơ_quan_chức_năng điều_chỉnh lại vị_trí biển_báo .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0038,Hanoi,,"Biển cảnh báo tại đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân đã bị mờ chữ và xuống cấp sau thời gian dài sử dụng. Vào ban đêm hoặc khi trời mưa, người đi đường gần như không nhìn rõ nội dung. Kính đề nghị thay mới biển báo để đảm bảo an toàn.","Biển cảnh báo tại đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân đã bị mờ chữ và xuống cấp sau thời gian dài sử dụng. Vào ban đêm hoặc khi trời mưa, người đi đường gần như không nhìn rõ nội dung. Kính đề nghị thay mới biển báo để đảm bảo an toàn.","biển cảnh_báo tại đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân đã bị mờ chữ và xuống_cấp sau thời_gian dài sử_dụng . vào ban_đêm hoặc khi trời mưa , người đi đường gần như_không nhìn rõ nội_dung . kính đề_nghị thay mới biển_báo để đảm_bảo_an_toàn .","biển cảnh_báo tại đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân đã bị mờ chữ và xuống_cấp sau thời_gian dài sử_dụng . vào ban_đêm hoặc khi trời mưa , người đi đường gần như_không nhìn rõ nội_dung . kính đề_nghị thay mới biển_báo để đảm_bảo_an_toàn .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0039,Hanoi,,"Người dân phản ánh tại phố Bạch Mai, phường Bạch Mai, quận Hai Bà Trưng thiếu biển cảnh báo khu vực đông học sinh qua đường. Vào giờ tan học, phương tiện di chuyển nhiều nhưng không có cảnh báo giảm tốc độ. Đề nghị bổ sung biển báo phù hợp.","Người dân phản ánh tại phố Bạch Mai, phường Bạch Mai, quận Hai Bà Trưng thiếu biển cảnh báo khu vực đông học sinh qua đường. Vào giờ tan học, phương tiện di chuyển nhiều nhưng không có cảnh báo giảm tốc độ. Đề nghị bổ sung biển báo phù hợp.","người dân phản_ánh tại phố bạch_mai , phường bạch_mai , quận hai bà trưng thiếu biển cảnh_báo khu_vực đông học_sinh qua đường . vào giờ tan học , phương_tiện di_chuyển nhiều nhưng không có cảnh_báo giảm_tốc_độ . đề_nghị bổ_sung biển_báo phù_hợp .","người dân phản_ánh tại phố bạch_mai , phường bạch_mai , quận hai bà trưng thiếu biển cảnh_báo khu_vực đông học_sinh qua đường . vào giờ tan học , phương_tiện di_chuyển nhiều nhưng không có cảnh_báo giảm_tốc_độ . đề_nghị bổ_sung biển_báo phù_hợp .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0040,Hanoi,,"Tại đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân, biển cấm đỗ xe được đặt quá sát góc khuất nên nhiều tài xế không quan sát được. Tình trạng dừng đỗ sai quy định vẫn diễn ra thường xuyên. Đề nghị xem xét đặt lại biển ở vị trí dễ nhìn hơn.","Tại đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân, biển cấm đỗ xe được đặt quá sát góc khuất nên nhiều tài xế không quan sát được. Tình trạng dừng đỗ sai quy định vẫn diễn ra thường xuyên. Đề nghị xem xét đặt lại biển ở vị trí dễ nhìn hơn.","tại đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân , biển cấm đỗ xe được đặt quá sát góc khuất nên nhiều tài_xế không quan_sát được . tình_trạng dừng đỗ sai quy_định vẫn diễn ra thường_xuyên . đề_nghị xem_xét đặt lại biển ở vị_trí dễ nhìn hơn .","tại đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân , biển cấm đỗ xe được đặt quá sát góc khuất nên nhiều tài_xế không quan_sát được . tình_trạng dừng đỗ sai quy_định vẫn diễn ra thường_xuyên . đề_nghị xem_xét đặt lại biển ở vị_trí dễ nhìn hơn .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0041,Hanoi,,"Bảng tên đường tại khu vực phố Tôn Đức Thắng, phường Hàng Bột, quận Đống Đa bị cây xanh che khuất, người dân và người tham gia giao thông khó xác định địa chỉ. Đề nghị cắt tỉa cây và chỉnh trang lại bảng tên đường.","Bảng tên đường tại khu vực phố Tôn Đức Thắng, phường Hàng Bột, quận Đống Đa bị cây xanh che khuất, người dân và người tham gia giao thông khó xác định địa chỉ. Đề nghị cắt tỉa cây và chỉnh trang lại bảng tên đường.","bảng tên đường tại khu_vực phố tôn_đức_thắng , phường hàng bột , quận đống_đa bị cây_xanh che_khuất , người dân và người tham_gia giao_thông khó xác_định địa_chỉ . đề_nghị cắt tỉa cây và chỉnh_trang lại bảng tên đường .","bảng tên đường tại khu_vực phố tôn_đức_thắng , phường hàng bột , quận đống_đa bị cây_xanh che_khuất , người dân và người tham_gia giao_thông khó xác_định địa_chỉ . đề_nghị cắt tỉa cây và chỉnh_trang lại bảng tên đường .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0042,Hanoi,,"Biển báo hạn chế tốc độ tại phố Đội Cấn, phường Liễu Giai, quận Ba Đình bị nghiêng và có dấu hiệu hư hỏng. Nhiều phương tiện đi qua không nhận biết được tốc độ cho phép. Đề nghị kiểm tra, sửa chữa hoặc thay thế biển báo.","Biển báo hạn chế tốc độ tại phố Đội Cấn, phường Liễu Giai, quận Ba Đình bị nghiêng và có dấu hiệu hư hỏng. Nhiều phương tiện đi qua không nhận biết được tốc độ cho phép. Đề nghị kiểm tra, sửa chữa hoặc thay thế biển báo.","biển_báo hạn_chế tốc_độ tại phố đội cấn , phường liễu_giai , quận ba_đình bị nghiêng và có dấu_hiệu hư_hỏng . nhiều phương_tiện đi qua không nhận_biết được tốc_độ cho phép . đề_nghị kiểm_tra , sửa_chữa hoặc thay_thế biển_báo .","biển_báo hạn_chế tốc_độ tại phố đội cấn , phường liễu_giai , quận ba_đình bị nghiêng và có dấu_hiệu hư_hỏng . nhiều phương_tiện đi qua không nhận_biết được tốc_độ cho phép . đề_nghị kiểm_tra , sửa_chữa hoặc thay_thế biển_báo .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0043,Hanoi,,"Tổ chức giao thông tại khu vực đường Láng, đoạn gần cầu vượt Láng Hạ, quận Đống Đa hiện chưa hợp lý, đặc biệt vào giờ cao điểm khi lượng phương tiện tăng cao. Các luồng xe giao cắt nhau nhiều, dễ gây ùn tắc và mất an toàn. Kính đề nghị cơ quan chức năng khảo sát và điều chỉnh phương án phân luồng.","Tổ chức giao thông tại khu vực đường Láng, đoạn gần cầu vượt Láng Hạ, quận Đống Đa hiện chưa hợp lý, đặc biệt vào giờ cao điểm khi lượng phương tiện tăng cao. Các luồng xe giao cắt nhau nhiều, dễ gây ùn tắc và mất an toàn. Kính đề nghị cơ quan chức năng khảo sát và điều chỉnh phương án phân luồng.","tổ_chức giao_thông tại khu_vực đường láng , đoạn gần cầu_vượt láng_hạ , quận đống đa hiện chưa hợp_lý , đặc_biệt vào giờ cao_điểm khi lượng phương_tiện tăng cao . các luồng xe giao_cắt nhau nhiều , dễ gây ùn_tắc và mất an_toàn . kính đề_nghị cơ_quan_chức_năng khảo_sát và điều_chỉnh phương_án phân_luồng .","tổ_chức giao_thông tại khu_vực đường láng , đoạn gần cầu_vượt láng_hạ , quận đống đa hiện chưa hợp_lý , đặc_biệt vào giờ cao_điểm khi lượng phương_tiện tăng cao . các luồng xe giao_cắt nhau nhiều , dễ gây ùn_tắc và mất an_toàn . kính đề_nghị cơ_quan_chức_năng khảo_sát và điều_chỉnh phương_án phân_luồng .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
SYN0044,Hanoi,,"Người dân kiến nghị xem xét điều chỉnh hướng lưu thông tại phố Đội Cấn, phường Liễu Giai, quận Ba Đình do tuyến đường thường xuyên xảy ra ùn tắc cục bộ. Việc tổ chức giao thông hiện nay chưa phù hợp với mật độ phương tiện thực tế. Đề nghị nghiên cứu phương án phân làn hoặc điều tiết giao thông hiệu quả hơn.","Người dân kiến nghị xem xét điều chỉnh hướng lưu thông tại phố Đội Cấn, phường Liễu Giai, quận Ba Đình do tuyến đường thường xuyên xảy ra ùn tắc cục bộ. Việc tổ chức giao thông hiện nay chưa phù hợp với mật độ phương tiện thực tế. Đề nghị nghiên cứu phương án phân làn hoặc điều tiết giao thông hiệu quả hơn.","người dân kiến_nghị xem_xét điều_chỉnh hướng lưu_thông tại phố đội cấn , phường liễu_giai , quận ba_đình do tuyến đường thường_xuyên xảy ra ùn_tắc cục_bộ . việc tổ_chức giao_thông hiện_nay chưa phù_hợp với mật_độ phương_tiện thực_tế . đề_nghị nghiên_cứu phương_án phân làn hoặc điều_tiết giao_thông hiệu_quả hơn .","người dân kiến_nghị xem_xét điều_chỉnh hướng lưu_thông tại phố đội cấn , phường liễu_giai , quận ba_đình do tuyến đường thường_xuyên xảy ra ùn_tắc cục_bộ . việc tổ_chức giao_thông hiện_nay chưa phù_hợp với mật_độ phương_tiện thực_tế . đề_nghị nghiên_cứu phương_án phân làn hoặc điều_tiết giao_thông hiệu_quả hơn .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
SYN0045,Hanoi,,"Tại nút giao gần phố Tây Sơn, đoạn gần Đại học Thủy Lợi, quận Đống Đa, các phương tiện từ nhiều hướng cùng nhập vào một điểm gây xung đột giao thông. Vào giờ cao điểm, xe máy và ô tô thường xuyên chen lấn, làm tình trạng ùn tắc kéo dài. Đề nghị cơ quan chức năng xem xét tổ chức lại luồng xe.","Tại nút giao gần phố Tây Sơn, đoạn gần Đại học Thủy Lợi, quận Đống Đa, các phương tiện từ nhiều hướng cùng nhập vào một điểm gây xung đột giao thông. Vào giờ cao điểm, xe máy và ô tô thường xuyên chen lấn, làm tình trạng ùn tắc kéo dài. Đề nghị cơ quan chức năng xem xét tổ chức lại luồng xe.","tại nút giao gần phố tây_sơn , đoạn gần đại_học thủy_lợi , quận đống_đa , các phương_tiện từ nhiều hướng cùng nhập vào một điểm gây xung_đột giao_thông . vào giờ cao_điểm , xe_máy và ô_tô thường_xuyên chen_lấn , làm tình_trạng ùn_tắc kéo_dài . đề_nghị cơ_quan_chức_năng xem_xét tổ_chức lại luồng xe .","tại nút giao gần phố tây_sơn , đoạn gần đại_học thủy_lợi , quận đống_đa , các phương_tiện từ nhiều hướng cùng nhập vào một điểm gây xung_đột giao_thông . vào giờ cao_điểm , xe_máy và ô_tô thường_xuyên chen_lấn , làm tình_trạng ùn_tắc kéo_dài . đề_nghị cơ_quan_chức_năng xem_xét tổ_chức lại luồng xe .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
SYN0046,Hanoi,,"Khu vực phố Nguyễn Xiển, phường Thanh Xuân Trung, quận Thanh Xuân có nhiều trường học, cửa hàng và khu dân cư nhưng chưa có phương án điều tiết giao thông phù hợp. Người dân đề nghị bổ sung biển hướng dẫn, phân làn hoặc điều chỉnh chiều lưu thông để hạn chế ùn tắc và đảm bảo an toàn.","Khu vực phố Nguyễn Xiển, phường Thanh Xuân Trung, quận Thanh Xuân có nhiều trường học, cửa hàng và khu dân cư nhưng chưa có phương án điều tiết giao thông phù hợp. Người dân đề nghị bổ sung biển hướng dẫn, phân làn hoặc điều chỉnh chiều lưu thông để hạn chế ùn tắc và đảm bảo an toàn.","khu_vực phố nguyễn_xiển , phường thanh_xuân_trung , quận thanh_xuân có nhiều trường_học , cửa_hàng và khu dân_cư nhưng chưa có phương_án điều_tiết giao_thông phù_hợp . người dân đề_nghị bổ_sung biển hướng_dẫn , phân làn hoặc điều_chỉnh chiều lưu_thông để hạn_chế ùn_tắc và đảm_bảo_an_toàn .","khu_vực phố nguyễn_xiển , phường thanh_xuân_trung , quận thanh_xuân có nhiều trường_học , cửa_hàng và khu dân_cư nhưng chưa có phương_án điều_tiết giao_thông phù_hợp . người dân đề_nghị bổ_sung biển hướng_dẫn , phân làn hoặc điều_chỉnh chiều lưu_thông để hạn_chế ùn_tắc và đảm_bảo_an_toàn .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
SYN0047,Hanoi,,"Việc cấm rẽ hoặc hạn chế lưu thông tại khu vực đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân hiện gây bất tiện cho người dân sinh sống xung quanh. Nhiều phương tiện phải đi vòng xa, làm tăng áp lực giao thông lên các tuyến đường lân cận. Kính đề nghị xem xét lại phương án tổ chức giao thông.","Việc cấm rẽ hoặc hạn chế lưu thông tại khu vực đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân hiện gây bất tiện cho người dân sinh sống xung quanh. Nhiều phương tiện phải đi vòng xa, làm tăng áp lực giao thông lên các tuyến đường lân cận. Kính đề nghị xem xét lại phương án tổ chức giao thông.","việc cấm rẽ hoặc hạn_chế lưu_thông tại khu_vực đường lê_văn_lương , phường nhân chính , quận thanh_xuân_hiện gây bất_tiện cho người dân_sinh_sống xung_quanh . nhiều phương_tiện phải đi vòng xa , làm tăng áp_lực giao_thông lên các tuyến đường lân_cận . kính đề_nghị xem_xét_lại phương_án tổ_chức giao_thông .","việc cấm rẽ hoặc hạn_chế lưu_thông tại khu_vực đường lê_văn_lương , phường nhân chính , quận thanh_xuân_hiện gây bất_tiện cho người dân_sinh_sống xung_quanh . nhiều phương_tiện phải đi vòng xa , làm tăng áp_lực giao_thông lên các tuyến đường lân_cận . kính đề_nghị xem_xét_lại phương_án tổ_chức giao_thông .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
SYN0048,Hanoi,,"Tại khu vực phố Bạch Mai, phường Bạch Mai, quận Hai Bà Trưng, lưu lượng phương tiện tăng cao nhưng cách tổ chức giao thông hiện nay chưa phù hợp. Xe từ nhiều hướng giao cắt liên tục, gây ùn tắc và mất an toàn. Đề nghị cơ quan chức năng khảo sát phương án điều tiết lại.","Tại khu vực phố Bạch Mai, phường Bạch Mai, quận Hai Bà Trưng, lưu lượng phương tiện tăng cao nhưng cách tổ chức giao thông hiện nay chưa phù hợp. Xe từ nhiều hướng giao cắt liên tục, gây ùn tắc và mất an toàn. Đề nghị cơ quan chức năng khảo sát phương án điều tiết lại.","tại khu_vực phố bạch_mai , phường bạch_mai , quận hai bà trưng , lưu_lượng phương_tiện tăng cao nhưng cách tổ_chức giao_thông hiện_nay chưa phù_hợp . xe từ nhiều hướng giao_cắt liên_tục , gây ùn_tắc và mất an_toàn . đề_nghị cơ_quan_chức_năng khảo_sát phương_án điều_tiết lại .","tại khu_vực phố bạch_mai , phường bạch_mai , quận hai bà trưng , lưu_lượng phương_tiện tăng cao nhưng cách tổ_chức giao_thông hiện_nay chưa phù_hợp . xe từ nhiều hướng giao_cắt liên_tục , gây ùn_tắc và mất an_toàn . đề_nghị cơ_quan_chức_năng khảo_sát phương_án điều_tiết lại .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
SYN0049,Hanoi,,"Người dân phản ánh việc phân làn tại đường Xuân Thủy, đoạn trước cổng Trường Đại học Quốc gia Hà Nội, quận Cầu Giấy chưa rõ ràng, khiến xe máy và ô tô thường xuyên đi lẫn vào nhau. Tình trạng này gây nguy hiểm, nhất là vào giờ cao điểm. Đề nghị kẻ lại vạch sơn và bổ sung hướng dẫn giao thông.","Người dân phản ánh việc phân làn tại đường Xuân Thủy, đoạn trước cổng Trường Đại học Quốc gia Hà Nội, quận Cầu Giấy chưa rõ ràng, khiến xe máy và ô tô thường xuyên đi lẫn vào nhau. Tình trạng này gây nguy hiểm, nhất là vào giờ cao điểm. Đề nghị kẻ lại vạch sơn và bổ sung hướng dẫn giao thông.","người dân phản_ánh việc phân làn tại đường xuân_thủy , đoạn trước cổng trường đại_học quốc_gia hà_nội , quận cầu giấy chưa rõ_ràng , khiến xe_máy và ô_tô thường_xuyên đi lẫn vào nhau . tình_trạng này gây nguy_hiểm , nhất là vào giờ cao_điểm . đề_nghị kẻ lại vạch sơn và bổ_sung hướng_dẫn giao_thông .","người dân phản_ánh việc phân làn tại đường xuân_thủy , đoạn trước cổng trường đại_học quốc_gia hà_nội , quận cầu giấy chưa rõ_ràng , khiến xe_máy và ô_tô thường_xuyên đi lẫn vào nhau . tình_trạng này gây nguy_hiểm , nhất là vào giờ cao_điểm . đề_nghị kẻ lại vạch sơn và bổ_sung hướng_dẫn giao_thông .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
