id,city,time,content,handler,status,url
12,Hue,07:21 22/04/2026,"Tại kiệt 137 Phan Bội Châu làm lề giảm tốc độ quá cao dễ gây nguy hiểm cho người qua lại về đêm không chú ý, dễ té xe. Mong chức năng cơ quan xem xét.","Kết quả xử lý
Phường Thuận Hóa
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, UBND phường Thuận Hoá đã chỉ đạo Trung tâm Dịch vụ sự nghiệp công phường kiểm tra và xin thông báo kết quả như sau:
Nhận được thông tin phản ánh, Trung tâm Dịch vụ sự nghiệp công phường (Trung tâm) đã tiến hành kiểm tra thực tế tại điểm phản ánh kiệt 137 Phan Bội Châu. Theo hình ảnh của quý Ông/Bà cung cấp, thì gờ giảm tốc này do các hộ dân trong kiệt tự làm. Tại thời điểm kiểm tra, ghi nhận lề giảm tốc đã được phá dỡ.
Trung tâm đề nghị các hộ dân trong kiệt không tự ý làm gờ giảm tốc và đặt bất cứ vật dụng gì trên tuyến kiệt gây cản trở giao thông. Đề nghị quý Ông/Bà khi phát hiện người dân tự ý làm gờ giảm tốc hay lắp dựng bất cứ vật dụng gì gây cản trở giao thông thì ghi nhận lại hình ảnh người đang thực hiện hành vi vi phạm và báo ngày cho Trung tâm Dịch vụ sự nghiệp công phường tại địa chỉ số 8 Lê Lợi hoặc 28 Nguyễn Khuyến, phường Thuận Hóa, thành phố Huế để xử lý kịp thời hành vi vi phạm (đính kèm hình ảnh).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 06/05/2026
Ngày xử lý: 28/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/go-giam-toc-qua-cao-gay-nguy-hiem-tai-kiet-137-phan-boi-chau-a221639.html
13,Hue,20:51 21/04/2026,"Hiện tại ngày 21/4/2026 vỉa hè ngay cột đèn đỏ ngã ba La Sơn, xã Hưng Lộc mặc dù công trình đã hoàn thành từ trước Tết nhưng đơn vị thi công vẫn chưa trả lại hiện trạng ban đầu. Kiến nghị các đơn vị liên quan lát gạch lại như ban đầu để cho người dân đi lại và nhìn vỉa hè đẹp hơn. Cám ơn!","Kết quả xử lý
VNPT Huế
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, VNPT Huế xin thông báo kết quả như sau:
VNPT Huế đã kiểm tra và xử lý vấn đề người dân phản ánh tại vị trí trên (Đính kèm hình ảnh).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
1/2
12
Hạn xử lý: 06/05/2026
Ngày xử lý: 24/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-hoan-tra-mat-bang-vi-tri-cot-den-do-nga-ba-la-son-a221621.html
14,Hue,20:15 21/04/2026,"Đề nghị sân bay Phú Bài tháo bỏ gờ giảm tốc ở lối vào không cần thiết, gây ảnh hưởng du khách. Lối vào sân bay đã có bảng hạn chế tốc độ 40km/h. Trạm thu phí phía lối vào đã bỏ cabin thu phí nhưng vẫn còn những đoạn gờ giảm tốc, khiến xe đi vào bị xóc rất khó chịu. Đã có biển báo hạn chế 40km/h, đã không thu phí lối vào, thì gờ giảm tốc này không còn tác dụng và gây khó chịu cho người lái xe vào. Đề nghị sân bay tháo bỏ gờ này để tăng thêm trải nghiệm tốt về thành phố du lịch Huế. Ảnh và video ngày 21/4/26.","Kết quả xử lý
Cảng Hàng không Quốc tế Phú Bài
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà hỏi, Cảng Hàng không Quốc tế Phú Bài xin thông báo kết quả như sau:
Lời đầu tiên, Cảng HKQT Phú Bài xin chân thành cảm ơn quý Ông/Bà đã đóng góp ý kiến nhằm hoàn thiện cơ sở hạ tầng và chất lượng dịch vụ.
1. Tại vị trí Ông/Bà phản ánh là vị trí hạn chế tốc độ để camera của Hệ thống thu phí ghi nhận dữ liệu đầu vào của các phương tiện ra/vào sân bay. Việc bố trí gờ giảm tốc tại vị trí này nhằm hạn chế tối đa các tài xế phóng nhanh vượt ẩu và giảm thiểu nguy cơ tiềm ẩn tai nạn tại vị trí này. Tuy nhiên do gờ giảm tốc lớn và bố trí chưa phù hợp nên đã ảnh hưởng đến chất lượng phục vụ hành khách. Mong quý Ông/Bà thông cảm.
2. Nhằm khắc phục các khuyết điểm trên, đơn vị đã tiến hành rà soát tổng thể toàn bộ các biển báo, các gờ giảm tốc và cơ sở hạ tầng trong khu vực từ đường Quốc Lộ 1A vào sân đỗ máy bay của Cảng và dự kiến sẽ triển khai thực hiện tổng thể trong tháng 5 và tháng 6/2026 trong đó có nội dung quý Ông/Bà phản ánh. Một lần nữa trong thời gian chờ đợi, mong quý Ông/Bà thông cảm.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng.
Hạn xử lý: 06/05/2026
Ngày xử lý: 06/05/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-thao-bo-go-giam-toc-o-loi-vao-san-bay-phu-bai-a221616.html
15,Hue,17:46 21/04/2026,Làm lề giảm tốc độ ở kiệt 137 Phan Bội Châu quá cao gây nguy hiểm cho các phương tiện giao thông đặc biệt buổi tối. Mong cơ quan chức năng đến kiểm tra và xử lý kịp thời. Xin cám ơn. Ảnh được chụp lúc 17h ngày 21/4/2026. Vị trí trước nhà số 5 kiệt 137 Phan Bội Châu.,"Kết quả xử lý
Phường Thuận Hóa
 Kính gửi: Quý Ông/Bà.

Vấn đề quý Ông/Bà phản ánh, UBND phường Thuận Hoá đã chỉ đạo Trung tâm Dịch vụ sự nghiệp công phường kiểm tra và xin thông báo kết quả như sau:
Nhận được thông tin phản ánh, Trung tâm Dịch vụ sự nghiệp công phường đã tiến hành kiểm tra thực tế tại điểm phản ánh kiệt 137 Phan Bội Châu về vấn đề: Xây lề giảm tốc cao gây nguy hiểm đến người đi đường. Tại thời điểm kiểm tra, ghi nhận lề giảm tốc đã được phá dỡ (đính kèm hình ảnh).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 05/05/2026
Ngày xử lý: 28/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/le-giam-toc-do-o-kiet-137-phan-boi-chau-qua-cao-gay-nguy-hiem-a221591.html
16,Hue,12:11 21/04/2026,"Kiến nghị sửa chữa cống thoát nước ở 1/6 Nguyễn Hữu Dật, phường Kim Long. Mong cơ quan chức năng xử lý. Xin cảm ơn.","Kết quả xử lý
Trung tâm Quản lý và Khai thác hạ tầng thành phố Huế
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Trung tâm Quản lý và Khai thác Hạ tầng thành phố Huế xin thông báo kết quả như sau:
Sau khi nhận được phản ánh, Trung tâm đã tiến hành kiểm tra và sửa chữa. Đến nay, công tác sửa chữa, khắc phục đã hoàn thành. (Đính kèm hình ảnh)
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 05/05/2026
Ngày xử lý: 27/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-sua-chua-cong-thoat-nuoc-o-1-6-nguyen-huu-dat-a221566.html
17,Hue,10:07 19/04/2026,"Cây xanh của môi trường đô thị bị chết khô trước nhà C18, C19 Đường số 3, khu đô thị The Manor, phường Vỹ Dạ, thành phố Huế. Cây khô nguy cơ đỗ gãy gây nguy hiểm cho người và phương tiện giao thông, đề nghị thay cây mới.","Kết quả xử lý
Ban Quản lý dự án Đầu tư xây dựng và Phát triển đô thị thành phố Huế
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Ban QLDA Đầu tư xây dựng và Phát triển đô thị (Ban QLDA) xin thông báo kết quả như sau:
Ban QLDA đã kiểm tra vị trí cây xanh trước nhà C18, C19 Đường số 3, khu đô thị The Manor và các cây xanh bị sâu bệnh, chết khô phát sinh tại các vị trí, khu vực tương tự trên địa bàn Khu đô thị An Vân Dương và đã đưa vào kế hoạch thay thế, bổ sung cây xanh trong năm 2026, sẽ triển khai trong thời gian sớm nhất sau khi được phê duyệt kinh phí.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 04/05/2026
Ngày xử lý: 05/05/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-thay-moi-cay-xanh-truoc-nha-c18-c19-duong-so-3-a221328.html
18,Hue,16:15 18/04/2026,"Tôi đã phản ánh cột điện tại cuối xóm 5, thôn Phú Lương A, phường Hoá Châu bị nghiêng vào ngày 13/01/2026 và bên phía Điện lực có trả lời sẽ xử lí trong quý I. Nhưng đến hiện tại ngày 18/04/2026 vẫn chưa được xử lí. Ảnh tôi chụp vào lúc 16:06 ngày 18/04.","Kết quả xử lý
Công ty Điện lực Huế
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Công ty Điện lực Huế xin thông báo kết quả như sau:
Điện lực Quảng Điền sẽ lập kế hoạch sửa chữa, hoàn thành trước ngày 15/6/2026.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 04/05/2026
Ngày xử lý: 28/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/chua-xu-ly-cot-dien-bi-nghieng-tai-cuoi-xom-5-thon-phu-luong-a-a221267.html
19,Hue,15:31 18/04/2026,"Bảng tên đường bị hư hỏng ở kiệt 9 Nguyễn Bá Học, Phường Hương An, TP Huế xin được thay thế sửa chữa.","Kết quả xử lý
Phường Hương An
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, UBND phường Hương An xin thông báo kết quả như sau:
Đối với các Biển tên đường đầu Kiệt trên địa bàn là do bà con nhân dân các khu vực tự bỏ kinh phí để thực hiện (Ví dụ: Các tuyến Kiệt đường Đốc Sơ khu vực 6, 7 và 8; Tổ dân phố 9 kiệt Trần Quý Khoáng…).
UBND phường Hương An thông tin để quý Ông/Bà được biết.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 04/05/2026
Ngày xử lý: 06/05/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-sua-chua-bang-ten-kiet-9-nguyen-ba-hoc-a221263.html
20,Hue,10:21 18/04/2026,"Đường Võ Chí Công (Võ Văn Kiệt) vạch kẻ đường đã bị mở hết, toàn tuyến đường dài. Yêu cầu đơn vị quản lý sơn lại gấp để đảm bảo an toàn giao thông. Ảnh ngày 18/4/26.","Kết quả xử lý
Sở Xây dựng
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Sở Xây Dựng xin thông báo kết quả như sau:
Đoạn tuyến quý Ông/Bà phản ánh là đường Tỉnh 28. Sau khi nhận được phản ánh, Sở Xây dựng đã đi kiểm tra và thông báo như sau: Đường tỉnh 28 sẽ được nâng cấp, thảm nhựa lại và sau khi hoàn thành sẽ sơm, kẻ, vẽ lại toàn bộ hệ thống vạch sơn, biển báo, hệ thống an toàn giao thông. Dự kiến hoàn thành trong năm 2026.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 04/05/2026
Ngày xử lý: 25/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-son-lai-vach-ke-duong-vo-chi-cong-a221234.html
21,Hue,10:17 18/04/2026,"Thi công ẩu gây mất an toàn giao thông và hư hỏng xe khi tham gia giao thông trên đoạn Võ Văn Kiệt (gần cây xăng petrolimex số 6).
Đơn vị thi công nào đó đã đào đoạn rảnh băng qua đường để lắp đặt thiết bị ngầm bên dưới nhưng lại không san lấp, đổ nhựa trả lại mặt đường, khiến nguy hiểm cho xe qua lại và gây hư hỏng xe.
(Đoạn phía trước công trường do Viettel Contruction thi công)
Đề nghị cơ quan chức năng xử lý và yêu cầu hoàn thiện gấp.
Ảnh và video sáng ngày 18/4/26.","Kết quả xử lý
Sở Xây dựng
 Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Sở Xây Dựng xin thông báo kết quả như sau:
Vị trí quý Ông/Bà phản ánh là tại Km6+700 đường Tỉnh 28. Sau khi nhận được phản ánh, Sở Xây dụng đã chỉ đạo đơn vị thi công hoàn trả mặt đường bằng bê tông nhựa đảm bảo giao thông. (có hình ảnh kèm theo)
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
1/2
12
Hạn xử lý: 04/05/2026
Ngày xử lý: 25/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-hoan-tra-mat-bang-tren-duong-vo-van-kiet-a221231.html
